id,diagnosis,name,description,description_1,exclusion_f,pre_existing_f,standard_fee,standard_treatment_day,diagnosis_map,poly,last_opr,allowed_f,last_update
diagnosis1715,D39,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF FEMALE GENITAL ORGAN,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF FEMALE GENITAL ORGAN,,0,0,,,0439,,,1,
diagnosis1716,D39.0,Uterus,Uterus,,0,0,0,0,04390,,,1,
diagnosis1717,D39.1,Ovary,Ovary,,0,0,0,0,04391,,,1,
diagnosis1718,D39.2,Placenta,Placenta,,0,0,0,0,04392,,,1,
diagnosis1719,D39.7,Other female genital organs,Other female genital organs,,0,0,0,0,04397,,,1,
diagnosis1720,D39.9,"Female genital organ, unspecified","Female genital organ, unspecified",,0,0,0,0,04399,,,1,
diagnosis1721,D40,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MALE GENITAL ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MALE GENITAL ORGANS,,0,0,,,0440,,,1,
diagnosis1722,D40.0,Prostate,Prostate,,0,0,0,0,04400,,,1,
diagnosis1723,D40.1,Testis,Testis,,0,0,0,0,04401,,,1,
diagnosis1724,D40.7,Other male genital organs,Other male genital organs,,0,0,0,0,04407,,,1,
diagnosis1725,D40.9,"Male genital organ, unspecified","Male genital organ, unspecified",,0,0,0,0,04409,,,1,
diagnosis1726,D41,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF URINARY ORGANS,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF URINARY ORGANS,,0,0,,,0441,,,1,
diagnosis1727,D41.0,Kidney,Kidney,,0,0,0,0,04410,,,1,
diagnosis1728,D41.1,Renal pelvis,Renal pelvis,,0,0,0,0,04411,,,1,
diagnosis1729,D41.2,Ureter,Ureter,,0,0,0,0,04412,,,1,
diagnosis1730,D41.3,Urethra,Urethra,,0,0,0,0,04413,,,1,
diagnosis1731,D41.4,Bladder,Bladder,,0,0,0,0,04414,,,1,
diagnosis1732,D41.7,Other urinary organs,Other urinary organs,,0,0,0,0,04417,,,1,
diagnosis1733,D41.9,"Urinary organ, unspecified","Urinary organ, unspecified",,0,0,0,0,04419,,,1,
diagnosis1734,D42,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MENINGES,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF MENINGES,,0,0,,,0442,,,1,
diagnosis1735,D42.0,Cerebral meninges,Cerebral meninges,,0,0,0,0,04420,,,1,
diagnosis1736,D42.1,Spinal meninges,Spinal meninges,,0,0,0,0,04421,,,1,
diagnosis1737,D42.9,"Meninges, unspecified","Meninges, unspecified",,0,0,0,0,04429,,,1,
diagnosis1738,D43,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF BRAIN AND CENTRAL NERVOUS SYSTEM,NEOPLASM OF UNCERTAIN OR UNKNOWN BEHAVIOUR OF BRAIN AND CENTRAL NERVOUS SYSTEM,,0,0,,,0443,,,1,
diagnosis1739,D43.0,"Brain, supratentorial","Brain, supratentorial",,0,0,0,0,04430,,,1,
diagnosis1740,D43.1,"Brain, infratentorial","Brain, infratentorial",,0,0,0,0,04431,,,1,
diagnosis1741,D43.2,"Brain, unspecified","Brain, unspecified",,0,0,0,0,04432,,,1,
diagnosis1742,D43.3,Cranial nerves,Cranial nerves,,0,0,0,0,04433,,,1,
diagnosis1743,D43.4,Spinal cord,Spinal cord,,0,0,0,0,04434,,,1,
diagnosis1744,D43.7,Other parts of central nervous system,Other parts of central nervous system,,0,0,0,0,04437,,,1,
diagnosis1745,D43.9,"Central nervous system, unspecified","Central nervous system, unspecified",,0,0,0,0,04439,,,1,
diagnosis1746,D44,Neoplasm of uncertain or unknown behaviour of endocrine glands,Neoplasm of uncertain or unknown behaviour of endocrine glands,,0,0,0,0,0444,,,1,
diagnosis1747,D44.0,Thyroid gland,Thyroid gland,,0,0,0,0,04440,,,1,
diagnosis1748,D44.1,Adrenal gland,Adrenal gland,,0,0,0,0,04441,,,1,
diagnosis1749,D44.2,Parathyroid gland,Parathyroid gland,,0,0,0,0,04442,,,1,
diagnosis1750,D44.3,Pituitary gland,Pituitary gland,,0,0,0,0,04443,,,1,
diagnosis1751,D44.4,Craniopharyngeal duct,Craniopharyngeal duct,,0,0,0,0,04444,,,1,
diagnosis1752,D44.5,Pineal gland,Pineal gland,,0,0,0,0,04445,,,1,
diagnosis1753,D44.6,Carotid body,Carotid body,,0,0,0,0,04446,,,1,
diagnosis1754,D44.7,Aortic body and other paraganglia,Aortic body and other paraganglia,,0,0,0,0,04447,,,1,
diagnosis1755,D44.8,Pluriglandular involvement,Pluriglandular involvement,,0,0,0,0,04448,,,1,
diagnosis1756,D44.9,"Endocrine gland, unspecified","Endocrine gland, unspecified",,0,0,0,0,04449,,,1,
diagnosis1757,D45,POLYCYTHAEMIA VERA,POLYCYTHAEMIA VERA,,0,0,,,0445,,,1,
diagnosis1758,D46,Myelodysplastic syndromes,Myelodysplastic syndromes,,0,0,0,0,0446,,,1,
diagnosis1759,D46.0,"Refractory anaemia without sideroblasts, so stated","Refractory anaemia without sideroblasts, so stated",,0,0,0,0,04460,,,1,
diagnosis1760,D46.1,Refractory anaemia with sideroblasts,Refractory anaemia with sideroblasts,,0,0,0,0,04461,,,1,
diagnosis1761,D46.2,Refractory anaemia with excess of blasts,Refractory anaemia with excess of blasts,,0,0,0,0,04462,,,1,
diagnosis1762,D46.3,Refractory anaemia with excess of blasts with transformation,Refractory anaemia with excess of blasts with transformation,,0,0,0,0,04463,,,1,
diagnosis1763,D46.4,"Refractory anaemia, unspecified","Refractory anaemia, unspecified",,0,0,0,0,04464,,,1,
diagnosis1764,D46.7,Other myelodysplastic syndromes,Other myelodysplastic syndromes,,0,0,0,0,04467,,,1,
diagnosis1765,D46.9,"Myelodysplastic syndrome, unspecified","Myelodysplastic syndrome, unspecified",,0,0,0,0,04469,,,1,
diagnosis1766,D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid,haematopoietic and related tissue","Other neoplasms of uncertain or unknown behaviour of lymphoid,haematopoietic and related tissue",,0,0,0,0,0447,,,1,
diagnosis1767,D47.0,Histiocytic and mast cell tumours of uncertain and unknown behaviour,Histiocytic and mast cell tumours of uncertain and unknown behaviour,,0,0,0,0,04470,,,1,
diagnosis1768,D47.1,Chronic myeloproliferative disease,Chronic myeloproliferative disease,,0,0,0,0,04471,,,1,
diagnosis1769,D47.2,Monoclonal gammopathy,Monoclonal gammopathy,,0,0,0,0,04472,,,1,
diagnosis1770,D47.3,Essential (haemorrhagic) thrombocythaemia,Essential (haemorrhagic) thrombocythaemia,,0,0,0,0,04473,,,1,
diagnosis1771,D47.7,"Other specified neoplasms of uncertain or unknown behaviour oflymphoid, haematopoietic and related t","Other specified neoplasms of uncertain or unknown behaviour oflymphoid, haematopoietic and related t",,0,0,0,0,04477,,,1,
diagnosis1772,D47.9,"Neoplasm of uncertain or unknown behaviour of lymphoid,haematopoietic and related tissue, unspecifie","Neoplasm of uncertain or unknown behaviour of lymphoid,haematopoietic and related tissue, unspecifie",,0,0,0,0,04479,,,1,
diagnosis1773,D48,Neoplasm of uncertain or unknown behaviour of other and unspecifiedsites,Neoplasm of uncertain or unknown behaviour of other and unspecifiedsites,,0,0,0,0,0448,,,1,
diagnosis1774,D48.0,Bone and articular cartilage,Bone and articular cartilage,,0,0,0,0,04480,,,1,
diagnosis1775,D48.1,Connective and other soft tissue,Connective and other soft tissue,,0,0,0,0,04481,,,1,
diagnosis1776,D48.2,Peripheral nerves and autonomic nervous system,Peripheral nerves and autonomic nervous system,,0,0,0,0,04482,,,1,
diagnosis1777,D48.3,Retroperitoneum,Retroperitoneum,,0,0,0,0,04483,,,1,
diagnosis1778,D48.4,Peritoneum,Peritoneum,,0,0,0,0,04484,,,1,
diagnosis1779,D48.5,Skin,Skin,,0,0,0,0,04485,,,1,
diagnosis1780,D48.6,Breast,Breast,,0,0,0,0,04486,,,1,
diagnosis1781,D48.7,Other specified sites,Other specified sites,,0,0,0,0,04487,,,1,
diagnosis1782,D48.9,"Neoplasm of uncertain or unknown behaviour, unspecified","Neoplasm of uncertain or unknown behaviour, unspecified",,0,0,0,0,04489,,,1,
diagnosis1783,D50,IRON DEFICIENCY ANAEMIA,IRON DEFICIENCY ANAEMIA,,0,0,,,0450,,,1,
diagnosis1784,D50.0,Iron deficiency anaemia secondary to blood loss (chronic),Iron deficiency anaemia secondary to blood loss (chronic),,0,0,0,0,04500,,,1,
diagnosis1785,D50.1,Sideropenic dysphagia,Sideropenic dysphagia,,0,0,0,0,04501,,,1,
diagnosis1786,D50.8,Other iron deficiency anaemias,Other iron deficiency anaemias,,0,0,0,0,04508,,,1,
diagnosis1787,D50.9,"Iron deficiency anaemia, unspecified","Iron deficiency anaemia, unspecified",,0,0,0,0,04509,,,1,
diagnosis1788,D51,VITAMIN B12 DEFICIENCY ANAEMIA ,VITAMIN B12 DEFICIENCY ANAEMIA ,,0,0,,,0451,,,1,
diagnosis1789,D51.0,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,Vitamin B12 deficiency anaemia due to intrinsic factor deficiency,,0,0,0,0,04510,,,1,
diagnosis1790,D51.1,Vitamin B12 deficiency anaemia due to selective vitamin B12malabsorption with proteinuria,Vitamin B12 deficiency anaemia due to selective vitamin B12malabsorption with proteinuria,,0,0,0,0,04511,,,1,
diagnosis1791,D51.2,Transcobalamin II deficiency,Transcobalamin II deficiency,,0,0,0,0,04512,,,1,
diagnosis1792,D51.3,Other dietary vitamin B12 deficiency anaemia,Other dietary vitamin B12 deficiency anaemia,,0,0,0,0,04513,,,1,
diagnosis1793,D51.8,Other vitamin B12 deficiency anaemias,Other vitamin B12 deficiency anaemias,,0,0,0,0,04518,,,1,
diagnosis1794,D51.9,"Vitamin B12 deficiency anaemia, unspecified","Vitamin B12 deficiency anaemia, unspecified",,0,0,0,0,04519,,,1,
diagnosis1795,D52,Folate deficiency anaemia,Folate deficiency anaemia,,0,0,0,0,0452,,,1,
diagnosis1796,D52.0,Dietary folate deficiency anaemia,Dietary folate deficiency anaemia,,0,0,0,0,04520,,,1,
diagnosis1797,D52.1,Drug-induced folate deficiency anaemia,Drug-induced folate deficiency anaemia,,0,0,0,0,04521,,,1,
diagnosis1798,D52.8,Other folate deficiency anaemias,Other folate deficiency anaemias,,0,0,0,0,04528,,,1,
diagnosis1799,D52.9,"Folate deficiency anaemia, unspecified","Folate deficiency anaemia, unspecified",,0,0,0,0,04529,,,1,
diagnosis1800,D53,Other nutritional anaemias,Other nutritional anaemias,,0,0,0,0,0453,,,1,
diagnosis1801,D53.0,PROTEIN DEFICIENCY ANAEMIA,PROTEIN DEFICIENCY ANAEMIA,,0,0,,,04530,,,1,
diagnosis1802,D53.1,"Other megaloblastic anaemias, not elsewhere classified","Other megaloblastic anaemias, not elsewhere classified",,0,0,0,0,04531,,,1,
diagnosis1803,D53.2,SCORBUTIC ANAEMIA,SCORBUTIC ANAEMIA,,0,0,,,04532,,,1,
diagnosis1804,D53.8,Other specified nutritional anaemias,Other specified nutritional anaemias,,0,0,0,0,04538,,,1,
diagnosis1805,D53.9,"Nutritional anaemia, unspecified","Nutritional anaemia, unspecified",,0,0,0,0,04539,,,1,
diagnosis1806,D55,Anaemia due to enzyme disorders,Anaemia due to enzyme disorders,,0,0,0,0,0455,,,1,
diagnosis1807,D55.0,Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency,Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency,,0,0,0,0,04550,,,1,
diagnosis1808,D55.1,Anaemia due to other disorders of glutathione metabolism,Anaemia due to other disorders of glutathione metabolism,,0,0,0,0,04551,,,1,
diagnosis1809,D55.2,Anaemia due to disorders of glycolytic enzymes,Anaemia due to disorders of glycolytic enzymes,,0,0,0,0,04552,,,1,
diagnosis1810,D55.3,Anaemia due to disorders of nucleotide metabolism,Anaemia due to disorders of nucleotide metabolism,,0,0,0,0,04553,,,1,
diagnosis1811,D55.8,Other anaemias due to enzyme disorders,Other anaemias due to enzyme disorders,,0,0,0,0,04558,,,1,
diagnosis1812,D55.9,"Anaemia due to enzyme disorder, unspecified","Anaemia due to enzyme disorder, unspecified",,0,0,0,0,04559,,,1,
diagnosis1813,D56,THALASSAEMIA,THALASSAEMIA,,0,0,,,0456,,,1,
diagnosis1814,D56.0,Alpha thalassaemia,Alpha thalassaemia,,0,0,0,0,04560,,,1,
diagnosis1815,D56.1,Beta thalassaemia,Beta thalassaemia,,0,0,0,0,04561,,,1,
diagnosis1816,D56.2,Delta-beta thalassaemia,Delta-beta thalassaemia,,0,0,0,0,04562,,,1,
diagnosis1817,D56.3,Thalassaemia trait,Thalassaemia trait,,0,0,0,0,04563,,,1,
diagnosis1818,D56.4,Hereditary persistence of fetal haemoglobin [HPFH],Hereditary persistence of fetal haemoglobin [HPFH],,0,0,0,0,04564,,,1,
diagnosis1819,D56.8,Other thalassaemias,Other thalassaemias,,0,0,0,0,04568,,,1,
diagnosis1820,D56.9,"Thalassaemia, unspecified","Thalassaemia, unspecified",,0,0,0,0,04569,,,1,
diagnosis1821,D57,SICKLE-CELL DISORDERS,SICKLE-CELL DISORDERS,,0,0,,,0457,,,1,
diagnosis1822,D57.0,Sickle-cell anaemia with crisis,Sickle-cell anaemia with crisis,,0,0,0,0,04570,,,1,
diagnosis1823,D57.1,Sickle-cell anaemia without crisis,Sickle-cell anaemia without crisis,,0,0,0,0,04571,,,1,
diagnosis1824,D57.2,Double heterozygous sickling disorders,Double heterozygous sickling disorders,,0,0,0,0,04572,,,1,
diagnosis1825,D57.3,Sickle-cell trait,Sickle-cell trait,,0,0,0,0,04573,,,1,
diagnosis1826,D57.8,Other sickle-cell disorders,Other sickle-cell disorders,,0,0,0,0,04578,,,1,
diagnosis1827,D58,Other hereditary haemolytic anaemias,Other hereditary haemolytic anaemias,,0,0,0,0,0458,,,1,
diagnosis1828,D58.0,Hereditary spherocytosis,Hereditary spherocytosis,,0,0,0,0,04580,,,1,
diagnosis1829,D58.1,Hereditary elliptocytosis,Hereditary elliptocytosis,,0,0,0,0,04581,,,1,
diagnosis1830,D58.2,Other haemoglobinopathies,Other haemoglobinopathies,,0,0,0,0,04582,,,1,
diagnosis1831,D58.8,Other specified hereditary haemolytic anaemias,Other specified hereditary haemolytic anaemias,,0,0,0,0,04588,,,1,
diagnosis1832,D58.9,"Hereditary haemolytic anaemia, unspecified","Hereditary haemolytic anaemia, unspecified",,0,0,0,0,04589,,,1,
diagnosis1833,D59,Acquired haemolytic anaemia,Acquired haemolytic anaemia,,0,0,0,0,0459,,,1,
diagnosis1834,D59.0,Drug-induced autoimmune haemolytic anaemia,Drug-induced autoimmune haemolytic anaemia,,0,0,0,0,04590,,,1,
diagnosis1835,D59.1,Other autoimmune haemolytic anaemias,Other autoimmune haemolytic anaemias,,0,0,0,0,04591,,,1,
diagnosis1836,D59.2,Drug-induced nonautoimmune haemolytic anaemia,Drug-induced nonautoimmune haemolytic anaemia,,0,0,0,0,04592,,,1,
diagnosis1837,D59.3,Haemolytic-uraemic syndrome,Haemolytic-uraemic syndrome,,0,0,0,0,04593,,,1,
diagnosis1838,D59.4,Other nonautoimmune haemolytic anaemias,Other nonautoimmune haemolytic anaemias,,0,0,0,0,04594,,,1,
diagnosis1839,D59.5,Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli],,0,0,0,0,04595,,,1,
diagnosis1840,D59.6,Haemoglobinuria due to haemolysis from other external causes,Haemoglobinuria due to haemolysis from other external causes,,0,0,0,0,04596,,,1,
diagnosis1841,D59.8,Other acquired haemolytic anaemias,Other acquired haemolytic anaemias,,0,0,0,0,04598,,,1,
diagnosis1842,D59.9,"Acquired haemolytic anaemia, unspecified","Acquired haemolytic anaemia, unspecified",,0,0,0,0,04599,,,1,
diagnosis1843,D60,Acquired pure red cell aplasia [erythroblastopenia],Acquired pure red cell aplasia [erythroblastopenia],,0,0,0,0,0460,,,1,
diagnosis1844,D60.0,Chronic acquired pure red cell aplasia,Chronic acquired pure red cell aplasia,,0,0,0,0,04600,,,1,
diagnosis1845,D60.1,Transient acquired pure red cell aplasia,Transient acquired pure red cell aplasia,,0,0,0,0,04601,,,1,
diagnosis1846,D60.8,Other acquired pure red cell aplasias,Other acquired pure red cell aplasias,,0,0,0,0,04608,,,1,
diagnosis1847,D60.9,"Acquired pure red cell aplasia, unspecified","Acquired pure red cell aplasia, unspecified",,0,0,0,0,04609,,,1,
diagnosis1848,D61,Other aplastic anaemias,Other aplastic anaemias,,0,0,0,0,0461,,,1,
diagnosis1849,D61.0,Constitutional aplastic anaemia,Constitutional aplastic anaemia,,0,0,0,0,04610,,,1,
diagnosis1850,D61.1,Drug-induced aplastic anaemia,Drug-induced aplastic anaemia,,0,0,0,0,04611,,,1,
diagnosis1851,D61.2,Aplastic anaemia due to other external agents,Aplastic anaemia due to other external agents,,0,0,0,0,04612,,,1,
diagnosis1852,D61.3,Idiopathic aplastic anaemia,Idiopathic aplastic anaemia,,0,0,0,0,04613,,,1,
diagnosis1853,D61.8,Other specified aplastic anaemias,Other specified aplastic anaemias,,0,0,0,0,04618,,,1,
diagnosis1854,D61.9,"Aplastic anaemia, unspecified","Aplastic anaemia, unspecified",,0,0,0,0,04619,,,1,
diagnosis1855,D62,Acute posthaemorrhagic anaemia,Acute posthaemorrhagic anaemia,,0,0,0,0,0462,,,1,
diagnosis1856,D63,Anaemia in chronic diseases classified elsewhere,Anaemia in chronic diseases classified elsewhere,,0,0,0,0,0463,,,1,
diagnosis1857,D63.0,Anaemia in neoplastic disease (C00-D48+),Anaemia in neoplastic disease (C00-D48+),,0,0,0,0,04630*,,,1,
diagnosis1858,D63.8,Anaemia in other chronic diseases classified elsewhere,Anaemia in other chronic diseases classified elsewhere,,0,0,0,0,04638*,,,1,
diagnosis1859,D64,OTHER ANAEMIAS,OTHER ANAEMIAS,,0,0,,,0464,,,1,
diagnosis1860,D64.0,Hereditary sideroblastic anaemia,Hereditary sideroblastic anaemia,,0,0,0,0,04640,,,1,
diagnosis1861,D64.1,Secondary sideroblastic anaemia due to disease,Secondary sideroblastic anaemia due to disease,,0,0,0,0,04641,,,1,
diagnosis1862,D64.2,Secondary sideroblastic anaemia due to drugs and toxins,Secondary sideroblastic anaemia due to drugs and toxins,,0,0,0,0,04642,,,1,
diagnosis1863,D64.3,Other sideroblastic anaemias,Other sideroblastic anaemias,,0,0,0,0,04643,,,1,
diagnosis1864,D64.4,Congenital dyserythropoietic anaemia,Congenital dyserythropoietic anaemia,,0,0,0,0,04644,,,1,
diagnosis1865,D64.8,Other specified anaemias,Other specified anaemias,,0,0,0,0,04648,,,1,
diagnosis1866,D64.9,"Anaemia, unspecified","Anaemia, unspecified",,0,0,0,0,04649,,,1,
diagnosis1867,D65,DISSEMINATED INTRAVASCULAR COAGULATION,DISSEMINATED INTRAVASCULAR COAGULATION,,0,0,,,0465,,,1,
diagnosis1868,D66,HEREDITARY FACTOR VIII DEFICIENCY,HEREDITARY FACTOR VIII DEFICIENCY,,0,0,,,0466,,,1,
diagnosis1869,D67,HEREDITARY FACTOR IX DEFICIENCY,HEREDITARY FACTOR IX DEFICIENCY,,0,0,,,0467,,,1,
diagnosis1870,D68,Other coagulation defects,Other coagulation defects,,0,0,0,0,0468,,,1,
diagnosis1871,D68.0,VON WILLEBRANDS DISEASE,VON WILLEBRANDS DISEASE,,0,0,,,04680,,,1,
diagnosis1872,D68.1,HEREDITARY FACTOR XI DEFICIENCY,HEREDITARY FACTOR XI DEFICIENCY,,0,0,,,04681,,,1,
diagnosis1873,D68.2,HEREDITARY DEFICIENCY OF OTHER CLOTTING FACTORS,HEREDITARY DEFICIENCY OF OTHER CLOTTING FACTORS,,0,0,,,04682,,,1,
diagnosis1874,D68.3,Haemorrhagic disorder due to circulating anticoagulants,Haemorrhagic disorder due to circulating anticoagulants,,0,0,0,0,04683,,,1,
diagnosis1875,D68.4,Acquired coagulation factor deficiency,Acquired coagulation factor deficiency,,0,0,0,0,04684,,,1,
diagnosis1876,D68.8,Other specified coagulation defects,Other specified coagulation defects,,0,0,0,0,04688,,,1,
diagnosis1877,D68.9,"Coagulation defect, unspecified","Coagulation defect, unspecified",,0,0,0,0,04689,,,1,
diagnosis1878,D69,PURPURA AND OTHER HAEMORRHAGIC CONDITION,PURPURA AND OTHER HAEMORRHAGIC CONDITION,,0,0,,,0469,,,1,
diagnosis1879,D69.0,ALLERGIC PURPURA,ALLERGIC PURPURA,,0,0,,,04690,,,1,
diagnosis1880,D69.1,Qualitative platelet defects,Qualitative platelet defects,,0,0,0,0,04691,,,1,
diagnosis1881,D69.2,Other nonthrombocytopenic purpura,Other nonthrombocytopenic purpura,,0,0,0,0,04692,,,1,
diagnosis1882,D69.3,IDIOPATHIC TROMBOCYTOPENIC PURPURA,IDIOPATHIC TROMBOCYTOPENIC PURPURA,,0,0,,,04693,,,1,
diagnosis1883,D69.4,Other primary thrombocytopenia,Other primary thrombocytopenia,,0,0,0,0,04694,,,1,
diagnosis1884,D69.5,Secondary thrombocytopenia,Secondary thrombocytopenia,,0,0,0,0,04695,,,1,
diagnosis1885,D69.6,THROMBOCYTOPENIA- UNSPECIFIED,THROMBOCYTOPENIA- UNSPECIFIED,,0,0,,,04696,,,1,
diagnosis1886,D69.8,Other specified haemorrhagic conditions,Other specified haemorrhagic conditions,,0,0,0,0,04698,,,1,
diagnosis1887,D69.9,HAEMORRHAGIC CONDITION- UNSPECIFIED,HAEMORRHAGIC CONDITION- UNSPECIFIED,,0,0,,,04699,,,1,
diagnosis1888,D70,Agranulocytosis,Agranulocytosis,,0,0,0,0,0470,,,1,
diagnosis1889,D71,Functional disorders of polymorphonuclear neutrophils,Functional disorders of polymorphonuclear neutrophils,,0,0,0,0,0471,,,1,
diagnosis1890,D72,Other disorders of white blood cells,Other disorders of white blood cells,,0,0,0,0,0472,,,1,
diagnosis1891,D72.0,Genetic anomalies of leukocytes,Genetic anomalies of leukocytes,,0,0,0,0,04720,,,1,
diagnosis1892,D72.1,Eosinophilia,Eosinophilia,,0,0,0,0,04721,,,1,
diagnosis1893,D72.8,Other specified disorders of white blood cells,Other specified disorders of white blood cells,,0,0,0,0,04728,,,1,
diagnosis1894,D72.9,"Disorder of white blood cells, unspecified","Disorder of white blood cells, unspecified",,0,0,0,0,04729,,,1,
diagnosis1895,D73,Diseases of spleen,Diseases of spleen,,0,0,0,0,0473,,,1,
diagnosis1896,D73.0,Hyposplenism,Hyposplenism,,0,0,0,0,04730,,,1,
diagnosis1897,D73.1,Hypersplenism,Hypersplenism,,0,0,0,0,04731,,,1,
diagnosis1898,D73.2,Chronic congestive splenomegaly,Chronic congestive splenomegaly,,0,0,0,0,04732,,,1,
diagnosis1899,D73.3,Abscess of spleen,Abscess of spleen,,0,0,0,0,04733,,,1,
diagnosis1900,D73.4,Cyst of spleen,Cyst of spleen,,0,0,0,0,04734,,,1,
diagnosis1901,D73.5,Infarction of spleen,Infarction of spleen,,0,0,0,0,04735,,,1,
diagnosis1902,D73.8,Other diseases of spleen,Other diseases of spleen,,0,0,0,0,04738,,,1,
diagnosis1903,D73.9,"Disease of spleen, unspecified","Disease of spleen, unspecified",,0,0,0,0,04739,,,1,
diagnosis1904,D74,Methaemoglobinaemia,Methaemoglobinaemia,,0,0,0,0,0474,,,1,
diagnosis1905,D74.0,Congenital methaemoglobinaemia,Congenital methaemoglobinaemia,,0,0,0,0,04740,,,1,
diagnosis1906,D74.8,Other methaemoglobinaemias,Other methaemoglobinaemias,,0,0,0,0,04748,,,1,
diagnosis1907,D74.9,"Methaemoglobinaemia, unspecified","Methaemoglobinaemia, unspecified",,0,0,0,0,04749,,,1,
diagnosis1908,D75,Other diseases of blood and blood-forming organs,Other diseases of blood and blood-forming organs,,0,0,0,0,0475,,,1,
diagnosis1909,D75.0,Familial erythrocytosis,Familial erythrocytosis,,0,0,0,0,04750,,,1,
diagnosis1910,D75.1,Secondary polycythaemia,Secondary polycythaemia,,0,0,0,0,04751,,,1,
